Text_Clean,Latitude,Longitude,Country,coordinates,city
sorry   your sex appeal is undeniable  have a fab bday,52.235647,-0.8822328000000002,GB,"[52.235647, -0.8822328000000002]",Northamptonshire
  of ppl in an  survey stated tolerability as important when choosing art regimen,53.4772745,-2.2468294,GB,"[53.4772745, -2.2468294]",Greater Manchester
lunch looks like this today folks  yum ,53.39972218,-2.33390015,GB,"[53.39972218, -2.33390015]",Greater Manchester
ever so slightly damaged paint    chrysler  chrysler  swirlmarks  swirlmarkremoval  ,52.76765820000001,-1.57932,GB,"[52.76765820000001, -1.57932]",Derbyshire
aldi baby event   huge discounts for one day only   bristol ,51.45605182,-2.59314023,GB,"[51.45605182, -2.59314023]",City of Bristol
im at cambridge regional college crc in cambridge cambridgeshire uk ,52.23535619,0.1339817,GB,"[52.23535619, 0.1339817]",Cambridgeshire
showbiz news  victoria wood hailed as brightest talent of generation    worcestershire ,52.19406062,-2.22399702,GB,"[52.19406062, -2.22399702]",Worcestershire
stoke city v tottenham  pochettino calls for one last winning run   coys,51.60273863,-0.06731372,GB,"[51.60273863, -0.06731372]",Greater London
 br this is gmex to old school mancs    at manchester central convention complex ,53.47613199999999,-2.247369,GB,"[53.47613199999999, -2.247369]",Greater Manchester
good morning manchester  youre looking particularly lovely today  br at manchester united  ,53.4667,-2.2333,GB,"[53.4667, -2.2333]",Greater Manchester
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
out of the cave for a bit to enjoy some coffee and sun  whynot     ,52.2046,0.1177,GB,"[52.2046, 0.1177]",Cambridgeshire
  happy publication day  whenshewasbad is out today  gripping  officerthriller  watchyourback ,51.51214636,-0.30932094,GB,"[51.51214636, -0.30932094]",Greater London
two weeks today is our  tap takeover six cask ales and a a splattering of keg  ,52.9718502,-1.1728985,GB,"[52.9718502, -1.1728985]",Nottinghamshire
we are all set up at the solihull b i d style arena in mell square today showcasing our british  ,52.4134799,-1.77619539,GB,"[52.4134799, -1.77619539]",West Midlands
high hopes by kodaline is  nowplaying in beverley inn doncaster ,53.55310458,-1.06765509,GB,"[53.55310458, -1.06765509]",South Yorkshire
one of the simplest and most enjoyable moments of my morning  at rare ,52.6296,-1.4937,GB,"[52.6296, -1.4937]",Leicestershire
were  hiring click to apply  key account manager   diabetes and rare diseases   scotland and north england   ,53.5768647,-2.4282192000000005,GB,"[53.5768647, -2.4282192000000005]",Greater Manchester
morning run around the country pile just me mark e  smith and a  ,51.44410039,-2.63722947,GB,"[51.44410039, -2.63722947]",North Somerset
so many  charities are missing out on a  k month  marketing  grant  lets help your  charity  fundraising  missions ,50.7415144,-1.9705946,GB,"[50.7415144, -1.9705946]",Dorset
m j clydeside expressway   queue   lane restricted eastbound indefinitely ,55.85928741,-4.27035221,GB,"[55.85928741, -4.27035221]",Glasgow City
m j clydeside expressway   queue   lane restricted eastbound indefinitely ,55.85928741,-4.27035221,GB,"[55.85928741, -4.27035221]",Glasgow City
m j between slips   queue   lanes restricted southbound indefinitely ,55.88687772,-4.18300419,GB,"[55.88687772, -4.18300419]",Glasgow City
m ja polmadie rd north   slip on   queue   lane restricted northbound indefinitely ,55.83797532,-4.24258121,GB,"[55.83797532, -4.24258121]",Glasgow City
m j cambuslang road junction   queue   lanes restricted northbound indefinitely ,55.82968771,-4.20287133,GB,"[55.82968771, -4.20287133]",South Lanarkshire
double ended alcohol based markers bought at tigerstoresuk last night   for  markers   ux  ,51.51013,-0.086001,GB,"[51.51013, -0.086001]",Greater London
tmp   c wind mph press  mb cloud  ft rain  mm humidity   fine weather  ukweather,51.33222222,-0.55777778,GB,"[51.33222222, -0.55777778]",Surrey
"hiit in the sun    

 rounds of   
 kb swings and  burpees 
 second rest 

time to burn  ",50.73513722,-1.98778594,GB,"[50.73513722, -1.98778594]",Dorset
wind   mph ne  barometer   mb steady  temperature    c  rain today   mm  humidity  ,51.86805556,0.73111111,GB,"[51.86805556, 0.73111111]",Essex
 i wish  lt ,54.59322915,-5.93054107,GB,"[54.59322915, -5.93054107]",Belfast
happy birthday your majesty photograph by  cecilbeaton coronation day   queen  ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
wind  kts ene  barometer   mb falling slowly  temperature    c  rain today   mm  humidity  ,52.33555556,0.91444444,GB,"[52.33555556, 0.91444444]",Suffolk
temp  c hum   wind  mph dir nne pres   hpa falling slowly rain   uv  sol  light   forcast showery bright intervals,53.64833333,-1.82166667,GB,"[53.64833333, -1.82166667]",West Yorkshire
 days to go   meno       i have to say that preparing the gears for a run no matter how  ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
iron maiden  north south american concert attendances grosses revealed  ,51.5447969,0.04968474,GB,"[51.5447969, 0.04968474]",Greater London
need something no fuss no problem try  stelladot reversible voyage tote   stelladotstyle  ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
there we were just a walkin down the street singin do wah diddy diddy down diddy do     ,55.9494,-3.1603,GB,"[55.9494, -3.1603]",Edinburgh
braw morning        clearblueskies at lochshot place ,55.88883645,-3.54486477,GB,"[55.88883645, -3.54486477]",West Lothian
happy birthday hrh  at buckingham palace ,51.50083333,-0.14194444,GB,"[51.50083333, -0.14194444]",Greater London
im at british library in st pancras greater london ,51.52921131,-0.12743711,GB,"[51.52921131, -0.12743711]",Greater London
spring appears to have sprung louie has switched from waterproofs to knitwear  lulurch  lurcher  ,55.75544348,-3.91533506,GB,"[55.75544348, -3.91533506]",North Lanarkshire
 jill is medical doctor for your information   votegreen,51.57996893,-0.21755536,GB,"[51.57996893, -0.21755536]",Greater London
the crowd is beginning to arrive at crowdfinders the science of  crowdfunding conference at the royal institution ,51.508455,-0.14336,GB,"[51.508455, -0.14336]",Greater London
  football,55.9417589,-3.2055448,GB,"[55.9417589, -3.2055448]",Edinburgh
max in the sun ,55.1231699,-1.54238033,GB,"[55.1231699, -1.54238033]",Northumberland
 even if you dont agree with her its so rude to talk over and attempt to ridicule a guest speaker  ,51.63108479,0.35117257,GB,"[51.63108479, 0.35117257]",Essex
 tbt  my cousin and i use to walk and wait on my dads feet whenever  ,51.605,-0.058,GB,"[51.605, -0.058]",Greater London
office  end user and super user courses at compass point business park ,52.332791,-0.059314,GB,"[52.332791, -0.059314]",Cambridgeshire
being a tourist on the way to andover this morning for  glorious years at stonehenge ,51.1796717,-1.83134005,GB,"[51.1796717, -1.83134005]",Wiltshire
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
olympic breakfast with radiumone at ronnie scotts hosted by gabby logan   aweurope  leadership  ,51.5135999,-0.1315,GB,"[51.5135999, -0.1315]",Greater London
 oh yes please id love to live here  rania  happy birthday rania april st sharing our queens th      ,51.76121420000001,-0.3281723,GB,"[51.76121420000001, -0.3281723]",Hertfordshire
these words by natasha bedingfield is  nowplaying in lyndon solihull   download it now at ,52.44902437,-1.79697859,GB,"[52.44902437, -1.79697859]",West Midlands
todays office   glenfiddich  whisky  distillery at the glenfiddich distillery banffshire scotland ,57.45444551,-3.12788992,GB,"[57.45444551, -3.12788992]",Moray
 ran out of characters on last message boney maronie by bill haley and his comets  kev hayle,50.18767496,-5.41841207,GB,"[50.18767496, -5.41841207]",Cornwall
 blogged  a literary lunch at  click the link in my bio to read my review and see  ,51.52284212,-0.13697221,GB,"[51.52284212, -0.13697221]",Greater London
absouloute dream of a song ,50.6370536,-2.4695934,GB,"[50.6370536, -2.4695934]",Dorset
   morning bill,52.3022046,-0.6995748,GB,"[52.3022046, -0.6995748]",Northamptonshire
don t trust anybody under  ,50.79826651,-0.57997671,GB,"[50.79826651, -0.57997671]",West Sussex
peaceful location to work in      minor victories a hundred ropes   work  derbyshire  uk  spring  ,53.011,-1.5119999999999998,GB,"[53.011, -1.5119999999999998]",Derbyshire
 you better had destroy yourself youll see   xxx,51.49116618,-3.17377274,GB,"[51.49116618, -3.17377274]",Cardiff
 essex  minor crash leads to hour long gridlock for motorists  ,51.54439656,0.69072733,GB,"[51.54439656, 0.69072733]",Southend-on-Sea
mind  but his own neck  but in a much larger field for which photius bibliot  cod  iii  has preserved a curious and original facts rer ,51.5,-0.13,GB,"[51.5, -0.13]",Greater London
disgrace of   taxpayer funded bridge lying idle and deteriorating on    somerset ,51.20572556,-3.46992418,GB,"[51.20572556, -3.46992418]",Somerset
whats trending  luis suarez dismantles depor martinez on brink   coys ,51.55581465,-0.27828556,GB,"[51.55581465, -0.27828556]",Greater London
 essex  disabled resident describes terror after late night arson attack on van  ,51.54439656,0.69072733,GB,"[51.54439656, 0.69072733]",Southend-on-Sea
 years to release self titled debut in june  ,51.50538977,-0.10739665,GB,"[51.50538977, -0.10739665]",Greater London
update  your riutbag is taking shape now   why i manufacture in china april   may   ,51.4542645,-0.9781303,GB,"[51.4542645, -0.9781303]",Reading
woe bird  nyc at heathrow terminal    the queens terminal ,51.47002961,-0.44869668,GB,"[51.47002961, -0.44869668]",Greater London
anger over thurrock flytipping blame game   thurrock,51.48344704,0.36244053,GB,"[51.48344704, 0.36244053]",Essex
happy thursday everybody dont forget im not just for the ladies lots of  vintage and  retro  ,51.01414000000001,-3.10482,GB,"[51.01414000000001, -3.10482]",Somerset
im at piccadilly circus in london greater london ,51.50990434,-0.13447523,GB,"[51.50990434, -0.13447523]",Greater London
" repost  with repostapp 
   
for one week only serato have got two special deals  ",51.56124000000001,-0.27583,GB,"[51.56124000000001, -0.27583]",Greater London
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
"congrats matteodarmian for your st goal  
great goooaaallll what  ",53.46333889,-2.29044002,GB,"[53.46333889, -2.29044002]",Greater Manchester
its almost a bit nostalgic cutting this because i made the original template after a few weeks  ,51.49336,-2.50293,GB,"[51.49336, -2.50293]",South Gloucestershire
   morning ange  ,51.45785479999999,-0.2349554,GB,"[51.45785479999999, -0.2349554]",Greater London
and rank of elders or presbyters was condemned and drinking the hemlock because he censured her connection with petrarch a congenial,51.5,-0.13,GB,"[51.5, -0.13]",Greater London
"its sunny north of the wall    
 
no signs of white walkers anywhere  
 
yet 
 scotland  ",55.87194444,-4.43305556,GB,"[55.87194444, -4.43305556]",Renfrewshire
boo at cambridge research park in waterbeach cambridge ,52.29191905,0.17150358,GB,"[52.29191905, 0.17150358]",Cambridgeshire
   morning  ,51.45785479999999,-0.2349554,GB,"[51.45785479999999, -0.2349554]",Greater London
when i explored history art and culture all in the same place   ,51.51913712,-0.12659724,GB,"[51.51913712, -0.12659724]",Greater London
are you scard if not getting your deposit back from your landlord or you want to sell your home  ,51.51330224,-0.13134784,GB,"[51.51330224, -0.13134784]",Greater London
and they accepted under the walls of bagdad  but that the slaves of adolius to whom the proudest nobles of the romans derived their name,51.5,-0.13,GB,"[51.5, -0.13]",Greater London
    i was so utterly captivated and inspired by  when i visited their shop for  ,51.50817,-0.13733,GB,"[51.50817, -0.13733]",Greater London
the crowds are slowly filtering into the auditorium as chair charlie beckett presents the  ,51.5152714,-0.11786760000000003,GB,"[51.5152714, -0.11786760000000003]",Greater London
the zephyr song by red hot chili peppers is  nowplaying in parade bar bath   download it now at ,51.380442,-2.330673,GB,"[51.380442, -2.330673]",Bath and North East Somerset
how to read a book a week for ad agency new business   ,54.0633,-2.88424,GB,"[54.0633, -2.88424]",Lancashire
   found north norfolk v  friendly and greetsome  i was there with my charismatic dog monty  ,51.51502,-0.24726,GB,"[51.51502, -0.24726]",Greater London
 no british photographer to be found,53.07409405,-2.48998953,GB,"[53.07409405, -2.48998953]",Cheshire East
  its because he knows i am a cat woman    ,51.9432564,-1.5443093,GB,"[51.9432564, -1.5443093]",Oxfordshire
 healthybrekkie at addingvalue ,51.4748427,-0.3362095,GB,"[51.4748427, -0.3362095]",Greater London
good morning deadlines    at msa manchester school of architecture ,53.47192448,-2.24111017,GB,"[53.47192448, -2.24111017]",Greater Manchester
is summer finally here at chester cheshire ,53.2,-2.91667,GB,"[53.2, -2.91667]",Cheshire West and Chester
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
"fighting fit smoothie

ginger
beetroot
apple

big up mr  moped in the background  ",51.5147312,-0.1360989,GB,"[51.5147312, -0.1360989]",Greater London
"average wind  n a mph     force n a  
barometer    mb falling slowly  
temperature   c  
rain today    mm  
 kent  weather",51.21777778,1.40388889,GB,"[51.21777778, 1.40388889]",Kent
am and  minute count down to  aerialpilates   how exciting at kt chaloner ,53.1911763,-2.8634697,GB,"[53.1911763, -2.8634697]",Cheshire West and Chester
"   morning guv i see youre learning spanish
i would have thought urdu more appropriate  ",51.45785479999999,-0.2349554,GB,"[51.45785479999999, -0.2349554]",Greater London
im at into manchester in manchester uk ,53.47504663,-2.24052429,GB,"[53.47504663, -2.24052429]",Greater Manchester
  heaton park   at heaton park ,53.45542461,-2.14033659,GB,"[53.45542461, -2.14033659]",Greater Manchester
a beautiful sunny shot of our avocado on toast and homemade granola by       ,51.54267265,-0.11339668,GB,"[51.54267265, -0.11339668]",Greater London
breakfast looking good at mercedes benz world ,51.352,-0.467,GB,"[51.352, -0.467]",Surrey
